Scientific.name;Common.name;count;Plot.number;Year;Month;Day;Survey.site;exuvia.observer.number;Observer..order.number;note
Sympetrum vicinum;;3;14;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;1;14;2012;Jul;30;Barachois Pond;1;2;
Sympetrum costiferum;;4;14;2012;Jul;30;Barachois Pond;1;2;
Zygoptera sp.;;7;15;2012;Jul;30;Barachois Pond;1;2;
Sympetrum costiferum;;1;15;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;2;15;2012;Jul;30;Barachois Pond;1;2;
Zygoptera sp.;;4;15;2012;Jul;30;Barachois Pond;2;1;
Sympetrum costiferum;;2;15;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia frigida;;2;15;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia intacta;;1;15;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;13;16;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;6;16;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;1;16;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;6;16;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;16;17;2012;Jul;30;Barachois Pond;1;2;
Sympetrum costiferum;;4;17;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;5;17;2012;Jul;30;Barachois Pond;1;2;
Zygoptera sp.;;5;17;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia intacta;;3;17;2012;Jul;30;Barachois Pond;2;1;
Sympetrum costiferum;;4;17;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia frigida;;2;17;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;1;18;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia intacta;;1;18;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia frigida;;7;18;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;11;18;2012;Jul;30;Barachois Pond;1;2;
Aeshna interrupta;;3;18;2012;Jul;30;Barachois Pond;1;2;
Sympetrum costiferum;;4;18;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;1;18;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;7;18;2012;Jul;30;Barachois Pond;1;2;
Aeshna constricta;;1;19;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia intacta;;3;19;2012;Jul;30;Barachois Pond;2;1;
Sympetrum costiferum;;10;19;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia proxima;;3;19;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;5;19;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;7;19;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;1;19;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;7;19;2012;Jul;30;Barachois Pond;1;2;
Zygoptera sp.;;12;20;2012;Jul;30;Barachois Pond;2;1;
Leucorrhinia frigida;;4;20;2012;Jul;30;Barachois Pond;2;1;
Zygoptera sp.;;15;20;2012;Jul;30;Barachois Pond;1;2;
Aeshna constricta;;1;20;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia intacta;;8;20;2012;Jul;30;Barachois Pond;1;2;
Sympetrum costiferum;;1;20;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;9;20;2012;Jul;30;Barachois Pond;1;2;
Leucorrhinia frigida;;5;1;2012;Jul;31;Bells Pond;1;1;
Sympetrum costiferum;;1;1;2012;Jul;31;Bells Pond;1;1;
Zygoptera sp.;;2;2;2012;Jul;31;Bells Pond;2;2;
Sympetrum obtrusum;;13;2;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia intacta;;1;2;2012;Jul;31;Bells Pond;1;1;
Zygoptera sp.;;1;3;2012;Jul;31;Bells Pond;1;1;
Sympetrum obtrusum;;9;3;2012;Jul;31;Bells Pond;1;1;
Sympetrum costiferum;;3;3;2012;Jul;31;Bells Pond;1;1;
Sympetrum obtrusum;;1;3;2012;Jul;31;Bells Pond;2;2;
Sympetrum obtrusum;;1;4;2012;Jul;31;Bells Pond;2;2;
Leucorrhinia frigida;;1;4;2012;Jul;31;Bells Pond;2;2;
Zygoptera sp.;;3;5;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia intacta;;1;5;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia frigida;;4;5;2012;Jul;31;Bells Pond;1;1;
Sympetrum obtrusum;;1;5;2012;Jul;31;Bells Pond;2;2;
Leucorrhinia frigida;;2;7;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia intacta;;1;7;2012;Jul;31;Bells Pond;1;1;
Sympetrum obtrusum;;1;7;2012;Jul;31;Bells Pond;1;1;
Aeshna canadensis;;1;7;2012;Jul;31;Bells Pond;1;1;
Aeshna interrupta;;1;7;2012;Jul;31;Bells Pond;1;1;
Zygoptera sp.;;1;8;2012;Jul;31;Bells Pond;2;2;
Aeshna interrupta;;1;8;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia frigida;;2;8;2012;Jul;31;Bells Pond;1;1;
Sympetrum obtrusum;;6;9;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia frigida;;2;9;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia intacta;;2;9;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia intacta;;1;9;2012;Jul;31;Bells Pond;2;2;
Leucorrhinia frigida;;1;9;2012;Jul;31;Bells Pond;2;2;
Sympetrum obtrusum;;1;9;2012;Jul;31;Bells Pond;2;2;
Aeshna interrupta;;1;9;2012;Jul;31;Bells Pond;2;2;
Leucorrhinia intacta;;1;10;2012;Jul;31;Bells Pond;2;2;
Sympetrum obtrusum;;2;10;2012;Jul;31;Bells Pond;1;1;
Sympetrum vicinum;;1;10;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia proxima;;1;10;2012;Jul;31;Bells Pond;1;1;
Leucorrhinia frigida;;4;10;2012;Jul;31;Bells Pond;1;1;
Libellula quadrimaculata;;1;10;2012;Jul;31;Bells Pond;1;1;
Aeshna interrupta;;1;11;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;6;11;2012;Jul;31;Bells Pond;2;1;
Sympetrum obtrusum;;3;11;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia frigida;;1;11;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia frigida;;1;12;2012;Jul;31;Bells Pond;2;1;
Sympetrum vicinum;;1;12;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;1;12;2012;Jul;31;Bells Pond;1;2;
Zygoptera sp.;;1;13;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia intacta;;1;13;2012;Jul;31;Bells Pond;2;1;
Zygoptera sp.;;1;13;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia intacta;;1;13;2012;Jul;31;Bells Pond;1;2;
Aeshna sp.;;1;14;2012;Jul;31;Bells Pond;2;1;
Sympetrum obtrusum;;4;14;2012;Jul;31;Bells Pond;1;2;
Zygoptera sp.;;1;14;2012;Jul;31;Bells Pond;1;2;
Zygoptera sp.;;3;15;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;1;15;2012;Jul;31;Bells Pond;1;2;
Aeshna interrupta;;1;15;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia frigida;;1;16;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;1;16;2012;Jul;31;Bells Pond;1;2;
Sympetrum obtrusum;;1;17;2012;Jul;31;Bells Pond;1;2;
Sympetrum vicinum;;1;17;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia frigida;;1;17;2012;Jul;31;Bells Pond;1;2;
Aeshna interrupta;;1;17;2012;Jul;31;Bells Pond;1;2;
Sympetrum obtrusum;;1;18;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia intacta;;1;18;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;6;18;2012;Jul;31;Bells Pond;2;1;
Sympetrum vicinum;;1;18;2012;Jul;31;Bells Pond;2;1;
Zygoptera sp.;;1;18;2012;Jul;31;Bells Pond;2;1;
Aeshna sp.;;1;18;2012;Jul;31;Bells Pond;2;1;fragment
Sympetrum obtrusum;;1;18;2012;Jul;31;Bells Pond;1;2;
Sympetrum costiferum;;4;19;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;2;19;2012;Jul;31;Bells Pond;2;1;
Leucorrhinia frigida;;2;19;2012;Jul;31;Bells Pond;1;2;
Leucorrhinia frigida;;2;20;2012;Jul;31;Bells Pond;2;1;
Lestes sp.;;1;1;2012;Aug;1;Bog Pond;1;1;
Aeshna interrupta;;1;1;2012;Aug;1;Bog Pond;1;1;
Sympetrum vicinum;;6;1;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia intacta;;2;1;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia proxima;;2;1;2012;Aug;1;Bog Pond;1;1;
Sympetrum vicinum;;1;1;2012;Aug;1;Bog Pond;2;2;
Lestes sp.;;1;2;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia frigida;;1;3;2012;Aug;1;Bog Pond;1;1;
Sympetrum obtrusum;;1;3;2012;Aug;1;Bog Pond;1;1;
Sympetrum costiferum;;2;3;2012;Aug;1;Bog Pond;2;2;
Sympetrum obtrusum;;2;3;2012;Aug;1;Bog Pond;2;2;
Leucorrhinia frigida;;1;3;2012;Aug;1;Bog Pond;2;2;
Aeshna interrupta;;1;4;2012;Aug;1;Bog Pond;1;1;
Aeshna interrupta;;2;5;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia frigida;;2;5;2012;Aug;1;Bog Pond;1;1;
Lestes sp.;;2;6;2012;Aug;1;Bog Pond;2;2;
Aeshna interrupta;;1;6;2012;Aug;1;Bog Pond;2;2;
Aeshna interrupta;;2;6;2012;Aug;1;Bog Pond;1;1;
Sympetrum vicinum;;1;6;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia intacta;;1;6;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia frigida;;3;6;2012;Aug;1;Bog Pond;1;1;
Aeshna interrupta;;2;7;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia intacta;;1;7;2012;Aug;1;Bog Pond;1;1;
Lestes sp.;;1;7;2012;Aug;1;Bog Pond;2;2;
Lestes sp.;;1;8;2012;Aug;1;Bog Pond;2;2;
Lestes sp.;;1;8;2012;Aug;1;Bog Pond;1;1;
Lestes sp.;;1;9;2012;Aug;1;Bog Pond;2;2;
Leucorrhinia frigida;;1;9;2012;Aug;1;Bog Pond;1;1;
Sympetrum vicinum;;2;9;2012;Aug;1;Bog Pond;1;1;
Lestes sp.;;1;9;2012;Aug;1;Bog Pond;1;1;
Lestes sp.;;1;10;2012;Aug;1;Bog Pond;1;1;
Aeshna interrupta;;2;10;2012;Aug;1;Bog Pond;1;1;
Sympetrum vicinum;;3;10;2012;Aug;1;Bog Pond;1;1;
Leucorrhinia frigida;;3;10;2012;Aug;1;Bog Pond;1;1;
Zygoptera sp.;;1;11;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;1;11;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;1;11;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;3;11;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;1;11;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;3;11;2012;Aug;1;Bog Pond;2;1;
Zygoptera sp.;;1;11;2012;Aug;1;Bog Pond;2;1;
Aeshna interrupta;;1;12;2012;Aug;1;Bog Pond;1;2;
Zygoptera sp.;;1;12;2012;Aug;1;Bog Pond;1;2;
Leucorrhinnia sp.;;2;12;2012;Aug;1;Bog Pond;1;2;poor condition
Aeshna interrupta;;2;12;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;3;12;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia intacta;;1;13;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;1;13;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;1;13;2012;Aug;1;Bog Pond;2;1;
Lestes sp.;;1;13;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;1;13;2012;Aug;1;Bog Pond;2;1;
Sympetrum costiferum;;1;13;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia intacta;;2;13;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;1;13;2012;Aug;1;Bog Pond;2;1;
Aeshna interrupta;;3;14;2012;Aug;1;Bog Pond;1;2;
Zygoptera sp.;;1;14;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;5;14;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;2;14;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;3;14;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia intacta;;2;14;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;4;14;2012;Aug;1;Bog Pond;2;1;
Aeshna interrupta;;2;15;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;1;15;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;7;15;2012;Aug;1;Bog Pond;2;1;
Aeshna interrupta;;2;15;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia intacta;;2;15;2012;Aug;1;Bog Pond;1;2;
Lestes sp.;;1;16;2012;Aug;1;Bog Pond;1;2;
Zygoptera sp.;;1;16;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;1;16;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;4;16;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;5;17;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;2;17;2012;Aug;1;Bog Pond;2;1;
Lestes sp.;;1;17;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;2;17;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;1;17;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;2;18;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;1;18;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;1;18;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;2;18;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;1;18;2012;Aug;1;Bog Pond;2;1;
Zygoptera sp.;;1;19;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;1;19;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;4;19;2012;Aug;1;Bog Pond;2;1;
Lestes sp.;;2;19;2012;Aug;1;Bog Pond;2;1;
Zygoptera sp.;;2;20;2012;Aug;1;Bog Pond;2;1;
Aeshna interrupta;;4;20;2012;Aug;1;Bog Pond;2;1;
Sympetrum vicinum;;2;20;2012;Aug;1;Bog Pond;2;1;
Leucorrhinia frigida;;5;20;2012;Aug;1;Bog Pond;2;1;
Lestes sp.;;1;20;2012;Aug;1;Bog Pond;1;2;
Sympetrum vicinum;;2;20;2012;Aug;1;Bog Pond;1;2;
Leucorrhinia frigida;;1;20;2012;Aug;1;Bog Pond;1;2;
Aeshna interrupta;;1;1;2012;Aug;1;Bowley Pond;2;2;
Aeshna sp.;;1;1;2012;Aug;1;Bowley Pond;2;2;fragment
Aeshna interrupta;;1;1;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;3;2;2012;Aug;1;Bowley Pond;2;2;
Leucorrhinia intacta;;1;2;2012;Aug;1;Bowley Pond;2;2;
Aeshna interrupta;;1;2;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;7;4;2012;Aug;1;Bowley Pond;1;1;
Sympetrum semicinctum;;1;4;2012;Aug;1;Bowley Pond;1;1;
Leucorrhinia frigida;;2;4;2012;Aug;1;Bowley Pond;1;1;
Leucorrhinia frigida;;2;5;2012;Aug;1;Bowley Pond;1;1;To be confirmed
Leucorrhinia frigida;;2;6;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;3;6;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;1;7;2012;Aug;1;Bowley Pond;1;1;
Leucorrhinia frigida;;1;7;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;7;8;2012;Aug;1;Bowley Pond;2;2;
Aeshna interrupta;;5;8;2012;Aug;1;Bowley Pond;1;1;
Leucorrhinia proxima;;1;8;2012;Aug;1;Bowley Pond;1;1;
Leucorrhinia intacta;;1;8;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;2;9;2012;Aug;1;Bowley Pond;2;2;
Leucorrhinia frigida;;1;9;2012;Aug;1;Bowley Pond;1;1;
Sympetrum vicinum;;1;9;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;1;9;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;4;10;2012;Aug;1;Bowley Pond;2;2;
Aeshna interrupta;;7;10;2012;Aug;1;Bowley Pond;1;1;
Aeshna interrupta;;2;11;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;2;11;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;4;12;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;1;12;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;12;13;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;2;13;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;1;14;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;4;15;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;1;15;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;7;16;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;2;16;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;9;17;2012;Aug;1;Bowley Pond;2;1;
Cordulia shurtleffi;;1;17;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;9;18;2012;Aug;1;Bowley Pond;2;1;
Aeshna interrupta;;2;18;2012;Aug;1;Bowley Pond;1;2;
Lestes sp.;;1;18;2012;Aug;1;Bowley Pond;1;2;
Lestes sp.;;1;19;2012;Aug;1;Bowley Pond;1;2;
Aeshna interrupta;;8;20;2012;Aug;1;Bowley Pond;2;1;
Leucorrhinia intacta;;1;1;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia intacta;;3;2;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum vicinum;;2;2;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia intacta;;2;2;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;2;2;2012;Aug;1;Crowbush 7th tee;1;1;
Aeshna sp.;;1;2;2012;Aug;1;Crowbush 7th tee;2;2;fragment
Sympetrum vicinum;;3;2;2012;Aug;1;Crowbush 7th tee;2;2;
Sympetrum costiferum;;3;3;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;1;3;2012;Aug;1;Crowbush 7th tee;2;2;
Aeshna interrupta;;1;4;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia intacta;;1;4;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia frigida;;2;4;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;1;4;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum costiferum;;2;4;2012;Aug;1;Crowbush 7th tee;2;2;
Zygoptera sp.;;1;5;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum vicinum;;2;5;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia frigida;;2;5;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia frigida;;1;5;2012;Aug;1;Crowbush 7th tee;2;2;
Zygoptera sp.;;1;6;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia intacta;;3;6;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum vicinum;;1;6;2012;Aug;1;Crowbush 7th tee;2;2;
Zygoptera sp.;;1;7;2012;Aug;1;Crowbush 7th tee;1;1;
Aeshna interrupta;;1;7;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia frigida;;2;7;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum costiferum;;1;7;2012;Aug;1;Crowbush 7th tee;1;1;
Aeshna interrupta;;1;8;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;2;8;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia frigida;;3;8;2012;Aug;1;Crowbush 7th tee;1;1;
Sympetrum costiferum;;1;9;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;3;9;2012;Aug;1;Crowbush 7th tee;1;1;
Leucorrhinia intacta;;1;10;2012;Aug;1;Crowbush 7th tee;1;1;
Zygoptera sp.;;2;10;2012;Aug;1;Crowbush 7th tee;2;2;
Leucorrhinia intacta;;1;11;2012;Aug;1;Crowbush 7th tee;2;1;
Leucorrhinia frigida;;1;11;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;4;11;2012;Aug;1;Crowbush 7th tee;1;2;
Leucorrhinia frigida;;1;11;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;2;12;2012;Aug;1;Crowbush 7th tee;2;1;
Leucorrhinia intacta;;2;12;2012;Aug;1;Crowbush 7th tee;2;1;
Aeshna interrupta;;1;12;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;1;13;2012;Aug;1;Crowbush 7th tee;2;1;
Leucorrhinia intacta;;1;13;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;1;13;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;2;14;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;3;14;2012;Aug;1;Crowbush 7th tee;1;2;
Leucorrhinia intacta;;1;14;2012;Aug;1;Crowbush 7th tee;1;2;
Aeshna interrupta;;1;15;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;2;15;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;2;16;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;1;16;2012;Aug;1;Crowbush 7th tee;1;2;
Leucorrhinia frigida;;1;16;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;1;17;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;2;17;2012;Aug;1;Crowbush 7th tee;1;2;
Aeshna interrupta;;1;17;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;1;18;2012;Aug;1;Crowbush 7th tee;2;1;
Aeshna interrupta;;2;19;2012;Aug;1;Crowbush 7th tee;2;1;
Zygoptera sp.;;5;19;2012;Aug;1;Crowbush 7th tee;1;2;
Aeshna interrupta;;1;19;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;1;20;2012;Aug;1;Crowbush 7th tee;1;2;
Aeshna interrupta;;1;20;2012;Aug;1;Crowbush 7th tee;1;2;
Zygoptera sp.;;2;1;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;1;1;2012;Aug;2;Crowbush 8th tee;2;2;
Zygoptera sp.;;3;2;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;1;3;2012;Aug;2;Crowbush 8th tee;2;2;
Zygoptera sp.;;1;4;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;9;7;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;4;7;2012;Aug;2;Crowbush 8th tee;2;2;Sample regime split between 2 days due to risk of injury by golfer.
Zygoptera sp.;;5;8;2012;Aug;2;Crowbush 8th tee;2;2;
Zygoptera sp.;;4;9;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;7;9;2012;Aug;2;Crowbush 8th tee;2;2;
Zygoptera sp.;;3;10;2012;Aug;2;Crowbush 8th tee;1;1;
Zygoptera sp.;;4;10;2012;Aug;2;Crowbush 8th tee;2;2;
Zygoptera sp.;;3;11;2012;Aug;3;Crowbush 8th tee;1;2;
Leucorrhinia frigida;;1;11;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;1;11;2012;Aug;3;Crowbush 8th tee;2;1;
Leucorrhinia intacta;;2;11;2012;Aug;3;Crowbush 8th tee;2;1;
Leucorrhinia intacta;;1;12;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;2;12;2012;Aug;3;Crowbush 8th tee;2;1;
Zygoptera sp.;;1;13;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;1;15;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;1;16;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;1;16;2012;Aug;3;Crowbush 8th tee;2;1;
Zygoptera sp.;;2;17;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;4;18;2012;Aug;3;Crowbush 8th tee;1;2;
Leucorrhinia intacta;;1;18;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;3;18;2012;Aug;3;Crowbush 8th tee;2;1;
Zygoptera sp.;;2;19;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;3;19;2012;Aug;3;Crowbush 8th tee;2;1;
Zygoptera sp.;;2;20;2012;Aug;3;Crowbush 8th tee;1;2;
Zygoptera sp.;;2;1;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;2;1;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia frigida;;1;2;2012;Aug;3;Cumberland Pond;2;2;
Leucorrhinia frigida;;2;3;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;1;4;2012;Aug;3;Cumberland Pond;1;1;
Aeshna interrupta;;1;4;2012;Aug;3;Cumberland Pond;1;1;
Sympetrum obtrusum;;1;4;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia intacta;;1;4;2012;Aug;3;Cumberland Pond;1;1;
Aeshna sp.;;1;4;2012;Aug;3;Cumberland Pond;1;1;fragment
Aeshna interrupta;;1;4;2012;Aug;3;Cumberland Pond;2;2;
Sympetrum obtrusum;;1;5;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia intacta;;2;5;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;1;6;2012;Aug;3;Cumberland Pond;1;1;
Sympetrum obtrusum;;1;6;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia proxima;;1;6;2012;Aug;3;Cumberland Pond;1;1;
Epitheca canis;;2;6;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia frigida;;1;6;2012;Aug;3;Cumberland Pond;2;2;
Zygoptera sp.;;1;7;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;1;7;2012;Aug;3;Cumberland Pond;2;2;
Leucorrhinia intacta;;1;8;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia intacta;;1;9;2012;Aug;3;Cumberland Pond;1;1;
Aeshna interrupta;;2;9;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;1;9;2012;Aug;3;Cumberland Pond;2;2;
Leucorrhinia intacta;;1;10;2012;Aug;3;Cumberland Pond;1;1;
Zygoptera sp.;;2;10;2012;Aug;3;Cumberland Pond;1;1;
Sympetrum obtrusum;;1;10;2012;Aug;3;Cumberland Pond;1;1;
Aeshna constricta;;1;10;2012;Aug;3;Cumberland Pond;1;1;
Leucorrhinia intacta;;1;10;2012;Aug;3;Cumberland Pond;2;2;
Leucorrhinia proxima;;2;10;2012;Aug;3;Cumberland Pond;2;2;
